rank,name,establishment_means
genus,Caligus,NA
family,Trachyleberididae,NA
genus,Sicarius,NA
species,Dinoderus minutus,NA
species,Tarsostenus univittatus,NA
species,Oosternum costatum,NA
species,Dalotia coriaria,NA
species,Liriomyza marginalis,NA
genus,Philygria,NA
genus,Morellia,NA
genus,Puliciphora,NA
genus,Anarete,NA
species,Holoplagia guamensis,NA
species,Symplecta pilipes,NA
species,Sogatella kolophon,NA
genus,Amphiareus,NA
species,Neomegalotomus parvus,NA
species,Tytthus parviceps,NA
species,Paraplea puella,NA
species,Conchaspis angraeci,NA
species,Pulvinaria urbicola,NA
species,Saissetia miranda,NA
species,Unaspis citri,NA
species,Hemiberlesia lataniae,NA
species,Ischnaspis longirostris,NA
species,Pinnaspis strachani,NA
species,Dysmicoccus brevipes,NA
species,Ferrisia virgata,NA
species,Phenacoccus solenopsis,NA
species,Coccophagus rusti,NA
species,Polistes versicolor,NA
genus,Ithome,NA
species,Spodoptera cosmioides,NA
species,Ommatochila mundula,NA
species,Diatraea saccharalis,NA
species,Bactra philocherda,NA
species,Menopon gallinae,NA
species,Lipeurus caponis,NA
species,Bovicola caprae,NA
genus,Chlamydotheca,NA
family,Discolomatidae,NA
genus,Physorhinus,NA
genus,Geotomus,NA
species,Centroceras gasparrinii,NA
family,Petraliidae,NA
species,Pococera militella,NA
genus,Colopha,NA
species,Meretrix lyrata,NA
species,Amanita ovoidea,NA
species,Equisetum giganteum,NA
species,Tetradium daniellii,introduced
species,Alaus lusciosus,NA
species,Pavonia multiflora,NA
species,Passiflora choconiana,NA
genus,Homalosorus,NA
species,Papilionanthe teres,NA
species,Salvia chamaedryoides,NA
species,Fargesia robusta,NA
genus,Sphaeroderma,NA
family,Trictenotomidae,NA
species,Gomphonema acuminatum,NA
species,Haworthia cooperi,NA
species,Rhytisma punctatum,NA
genus,Bruchidius,NA
species,Rumex scutatus,NA
genus,Walshomyia,NA
species,Aciurina bigeloviae,NA
species,Tabanus sudeticus,NA
genus,Calliopum,NA
species,Cephalaria leucantha,NA
species,Corymbia citriodora,introduced
genus,Cecidomyia,NA
species,Macrocyclops albidus,NA
species,Globba winitii,NA
species,Sertularella speciosa,NA
species,Spirostomum minus,NA
species,Stentor polymorphus,NA
species,Frontonia leucas,NA
species,Paramecium caudatum,NA
genus,Rhabdostyla,NA
family,Trachelophyllidae,NA
genus,Litonotus,NA
genus,Colpidium,NA
family,Chilodonellidae,NA
genus,Coleps,NA
species,Dentitheca dendritica,NA
species,Oncerometopus nigriclavus,NA
species,Erannis defoliaria,NA
species,Serpula lacrimans,NA
family,Tulasnellaceae,NA
species,Olearia avicenniifolia,introduced
species,Leptinella squalida,NA
species,Senecio doria,NA
species,Kleinia neriifolia,NA
species,Malacolimax tenellus,NA
genus,Opomyza,NA
genus,Tyrophagus,NA
species,Euphorbia aeruginosa,NA
genus,Thoracophelia,NA
genus,Hydnopolyporus,NA
genus,Magelona,NA
species,Euphorbia grandicornis,NA
species,Deutzia crenata,introduced
species,Corynactis viridis,NA
species,Leptogorgia sarmentosa,NA
genus,Cystodermella,NA
species,Chrysiptera parasema,NA
species,Vitex lucens,NA
genus,Chaetomium,NA
species,Pyrus cordata,NA
species,Catapodium marinum,NA
species,Urtica membranacea,NA
species,Melangyna novaezelandiae,NA
species,Leptopteris superba,NA
species,Sphingomorpha chlorea,NA
species,Uapaca kirkiana,NA
species,Syzygium cordatum,NA
species,Blidingia minima,NA
species,Smithora naiadum,NA
species,Neogastroclonium subarticulatum,NA
genus,Hymenena,NA
genus,Ergasilus,NA
species,Crangon nigricauda,NA
genus,Armandia,NA
species,Stereum rugosum,NA
species,Hygrocybe glutinipes,NA
tribe,Cerambycini,NA
species,Astyleiopus variegatus,NA
species,Calidris virgata,NA
species,Euphaedra neophron,NA
genus,Drymaplaneta,NA
species,Tyrannosaurus rex,NA
species,Rosa xanthina,NA
species,Eucalyptus leucoxylon,NA
species,Charaxes cithaeron,NA
species,Uroleucon obscuricaudatum,NA
species,Symplecta cana,NA
species,Ficus ingens,NA
species,Sclerocarya birrea,NA
species,Tabernaemontana elegans,NA
species,Phyllanthus reticulatus,NA
species,Ficus lingua,NA
species,Tricholoma argyraceum,NA
family,Polymorphidae,NA
species,Scylla serrata,NA
species,Scolypopa australis,NA
genus,Octospora,NA
species,Cladonia terrae-novae,NA
species,Bombus nevadensis,NA
species,Iris albicans,introduced
species,Gymnoconia nitens,NA
species,Necator americanus,NA
species,Pelochrista scintillana,NA
species,Heliconia episcopalis,NA
genus,Carpodetus,NA
species,Phyllophaga debilis,NA
genus,Tinocallis,NA
genus,Amenia,NA
species,Oiceoptoma rugulosum,NA
species,Nandopsis tetracanthus,NA
species,Machilus thunbergii,NA
species,Dictyopteris polypodioides,NA
species,Stenopus spinosus,NA
species,Hypsophrys nicaraguensis,NA
species,Acarichthys heckelii,NA
genus,Chiridotea,NA
species,Paralobesia liriodendrana,NA
species,Tibia curta,NA
species,Cissus quadrangularis,NA
species,Clausena anisata,NA
genus,Trypanosoma,NA
species,Oecophylla longinoda,NA
species,Phragmites mauritianus,NA
species,Physarum pusillum,NA
genus,Shinnersia,NA
species,Phoradendron villosum,NA
species,Nemoptera bipennis,NA
species,Leccinum versipelle,NA
species,Bromelia humilis,NA
species,Pternistis capensis,NA
species,Ruellia repens,NA
species,Mallotus paniculatus,NA
species,Aglaonema nitidum,NA
species,Clappertonia ficifolia,NA
species,Intsia bijuga,NA
species,Costus productus,NA
species,Strobilanthes cusia,NA
species,Brunfelsia lactea,NA
genus,Pellionia,NA
genus,Nyctanthes,NA
species,Johannesteijsmannia altifrons,NA
species,Typhonodorum lindleyanum,NA
species,Pogonatherum crinitum,NA
species,Ravenia spectabilis,NA
species,Flacourtia rukam,NA
species,Bignonia magnifica,NA
species,Xanthomendoza fallax,NA
species,Plectania melastoma,NA
species,Ixeris chinensis,NA
genus,Nematanthus,NA
species,Gynura pseudochina,NA
species,Tulipa saxatilis,introduced
species,Pometia pinnata,NA
species,Arenicola brasiliensis,NA
species,Xanthostemon chrysanthus,NA
species,Eoparargyractis plevie,NA
species,Dendrobium bigibbum,NA
genus,Thalassiothrix,NA
genus,Tetrastemma,NA
species,Synidotea laticauda,NA
genus,Tribonema,NA
species,Rhoicosphenia abbreviata,NA
genus,Pseudosmittia,NA
genus,Probezzia,NA
species,Phloeosinus cupressi,NA
species,Seiridium cardinale,NA
species,Cocconeis placentula,NA
species,Caloneis amphisbaena,NA
species,Aphanizomenon flosaquae,NA
species,Lophodermium pinastri,NA
species,Gomphonema parvulum,NA
species,Fragilaria crotonensis,NA
species,Eunotia pectinalis,NA
species,Epithemia sorex,NA
species,Navicula viridula,NA
species,Fragilaria capucina,NA
species,Ixora javanica,NA
species,Borassus flabellifer,NA
species,Musa laterita,introduced
species,Solandra longiflora,NA
species,Sphaeroma terebrans,NA
genus,Fallacia,NA
genus,Tabularia,NA
species,Cosmarium angulosum,NA
species,Phaleria macrocarpa,NA
species,Barringtonia acutangula,NA
species,Davallia denticulata,NA
species,Episcia lilacina,NA
tribe,Macropelopiini,NA
species,Musa coccinea,introduced
species,Dimerocostus strobilaceus,NA
species,Gonocausta sabinalis,NA
species,Trichosanthes cucumerina,NA
species,Dillenia suffruticosa,introduced
species,Careya arborea,NA
species,Combretum aubletii,NA
species,Pitcairnia angustifolia,NA
species,Pinanga coronata,introduced
species,Syagrus amara,NA
species,Arenga hookeriana,NA
species,Adiantum peruvianum,NA
species,Selaginella plana,NA
genus,Glyptapanteles,NA
species,Toripalpus trabalis,NA
genus,Eulalia,NA
species,Actinopyga varians,NA
species,Calliostoma tricolor,NA
species,Agave asperrima,NA
species,Gynura divaricata,NA
species,Zyzzyzus warreni,NA
species,Aloe perryi,NA
species,Aloe vaombe,NA
species,Physomerus grossipes,NA
genus,Corella,NA
species,Elphidium gunteri,NA
family,Laganidae,NA
species,Hildegardia barteri,NA
superfamily,Nonionoidea,NA
species,Ipomoea horsfalliae,NA
species,Serjania polyphylla,introduced
species,Plumeria acuminata,NA
species,Phoenix paludosa,NA
species,Coelogyne pandurata,NA
species,Dendrobium antennatum,NA
species,Dendrobium lasianthera,NA
genus,Astrocladus,NA
species,Magnolia coco,NA
species,Parkia timoriana,NA
species,Derris elliptica,introduced
species,Gigantochloa atroviolacea,NA
species,Areca vestiaria,introduced
species,Gymnopilus ventricosus,NA
species,Ganoderma brownii,NA
species,Carbula crassiventris,NA
species,Aloe excelsa,NA
species,Baeolidia moebii,NA
species,Comocladia dodonaea,NA
species,Dolerosomus silaceus,NA
species,Graphium nomius,NA
species,Convolvulus cneorum,NA
species,Myoporum parvifolium,introduced
species,Sedum makinoi,NA
species,Vachellia pennatula,NA
species,Plagiognathus chrysanthemi,NA
genus,Eupatagus,NA
species,Psychrolutes marcidus,NA
species,Amanita junquillea,NA
species,Arachnopeziza aurelia,NA
species,Austroboletus gracilis,NA
species,Calvatia rugosa,NA
species,Camillea tinctor,NA
species,Creosphaeria sassafras,NA
species,Cymatoderma dendriticum,NA
species,Elaphomyces muricatus,NA
species,Filoboletus gracilis,NA
species,Flavodon flavus,NA
species,Fomitiporia calkinsii,NA
species,Fusarium oxysporum,NA
species,Geastrum minimum,NA
species,Geastrum rufescens,NA
species,Geastrum xerophilum,NA
species,Genea arenaria,NA
species,Gymnopus alkalivirens,NA
species,Hypoxylon fragiforme,NA
species,Inocybe calospora,NA
species,Laccaria striatula,NA
species,Lactocollybia angiospermarum,NA
species,Laternea triscapa,NA
species,Lepiota felina,NA
species,Lycoperdon subcretaceum,NA
species,Otidea onotica,NA
species,Phaeoclavulina cyanocephala,NA
species,Phanerochaete sanguinea,NA
species,Phellodon confluens,NA
species,Pholiota adiposa,NA
species,Pithya cupressina,NA
species,Pluteus nigrolineatus,NA
species,Pluteus umbrosus,NA
species,Poronia punctata,NA
species,Puccinia menthae,NA
species,Puccinia salviicola,NA
species,Russula delica,NA
species,Russula fellea,NA
genus,Eutypella,NA
species,Scleroderma floridanum,NA
species,Skeletocutis nivea,NA
species,Strobilurus tenacellus,NA
species,Tarzetta cupularis,NA
species,Thelephora griseozonata,NA
species,Thelephora vialis,NA
species,Trametes maxima,NA
species,Trichophyton rubrum,NA
species,Trogia cantharelloides,NA
species,Tuber aestivum,NA
species,Tulostoma floridanum,NA
species,Tyromyces galactinus,NA
genus,Tetraploa,NA
species,Xylaria subcoccophora,NA
species,Xylaria tentaculata,NA
genus,Pseudoplectania,NA
genus,Podosordaria,NA
genus,Oligoporus,NA
genus,Lambertella,NA
genus,Melanogaster,NA
genus,Hymenogaster,NA
genus,Endocalyx,NA
genus,Balansia,NA
species,Suaeda australis,NA
species,Batillaria australis,NA
species,Trema tomentosum,NA
species,Clematis glycinoides,NA
species,Desmodium rhytidophyllum,NA
species,Senecio pinnatifolius,NA
species,Centella cordifolia,NA
species,Polyscias sambucifolia,NA
genus,Phasianotrochus,NA
genus,Entolasia,NA
genus,Vellereophyton,NA
species,Tuberolachnus salignus,NA
species,Justicia procumbens,introduced
species,Phoradendron coryae,NA
species,Platycerium elephantotis,NA
species,Cochliomyia hominivorax,NA
species,Limoniastrum monopetalum,NA
species,Hileithia magualis,NA
species,Begonia aconitifolia,NA
genus,Metochus,NA
species,Flavoparmelia soredians,NA
species,Cladia aggregata,NA
species,Cleistocactus winteri,NA
species,Aristotelia devexella,NA
species,Avatha discolor,NA
species,Nuphar sagittifolia,NA
species,Eusattus reticulatus,NA
species,Tabernaemontana alternifolia,NA
species,Centrostephanus rodgersii,NA
species,Tosia australis,NA
species,Petricia vernicina,NA
species,Amanita farinacea,NA
species,Pholiota communis,NA
species,Clavulinopsis corallinorosacea,NA
species,Boletellus obscurecoccineus,NA
species,Bicilia iarchasalis,NA
species,Charaxes castor,NA
genus,Podontia,NA
species,Gondysia smithii,NA
genus,Acinetobacter,NA
species,Streptococcus salivarius,NA
genus,Rickettsia,NA
family,Gallionellaceae,NA
species,Protogoniomorpha parhassus,NA
genus,Tricolia,NA
species,Chrysopilus connexus,NA
species,Telmatactis cricoides,NA
species,Myripristis murdjan,NA
genus,Bolivina,NA
species,Clepsis melaleucanus,NA
genus,Drosicha,NA
genus,Riptortus,NA
genus,Selatosomus,NA
species,Micranthes petiolaris,NA
species,Epinotia bilunana,NA
species,Macaranga gigantea,NA
species,Ficus fistulosa,NA
genus,Calocybe,NA
species,Octolasion cyaneum,introduced
species,Chionodes mariona,NA
species,Acer pictum,introduced
species,Centropyge loriculus,NA
species,Pococera aplastella,NA
species,Murex pecten,NA
species,Campsis grandiflora,introduced
genus,Donax,NA
species,Tirumala septentrionis,NA
genus,Yoma,NA
species,Selandria serva,NA
genus,Mesopsocus,NA
species,Clusia major,NA
species,Oulema sayi,NA
species,Melanactes morio,NA
species,Encyonema minutum,NA
species,Denticula subtilis,NA
species,Thalassiosira eccentrica,NA
species,Tryblionella granulata,NA
species,Sargocentron rubrum,NA
species,Aerides odorata,NA
species,Russula aurea,NA
species,Gymnosporangium sabinae,NA
species,Flagellaria indica,NA
species,Acrobasis tumidulella,NA
species,Nitellopsis obtusa,introduced
species,Lebrunia coralligens,NA
species,Aethes sexdentata,NA
genus,Aphrodita,NA
species,Potentilla supina,NA
species,Oestrophasia calva,NA
species,Jania rubens,NA
species,Belotus bicolor,NA
species,Banksia menziesii,NA
species,Persicaria odorata,NA
species,Lyristes plebejus,NA
genus,Aoplonema,NA
species,Clavulinopsis helvola,NA
genus,Trinema,NA
species,Sinum scopulosum,NA
genus,Sphaeromias,NA
genus,Nemobius,introduced
species,Pisonia subcordata,NA
species,Tetramicra canaliculata,NA
species,Commersonia bartramia,NA
genus,Publilia,NA
genus,Pycanum,NA
species,Ypsolopha sp-sw,NA
genus,Pothos,NA
species,Entoloma quadratum,NA
species,Dypsis prestoniana,NA
species,Dypsis sahanofensis,NA
species,Dypsis mananjarensis,NA
species,Sisyra nigra,NA
species,Hakea salicifolia,NA
species,Pachypodium brevicaule,NA
species,Leccinum holopus,NA
species,Hygrocybe ceracea,NA
species,Sabellaria floridensis,NA
species,Aroga epigaeella,NA
species,Geophagus brasiliensis,NA
species,Alcyonium digitatum,NA
species,Stenorhynchus lanceolatus,NA
species,Atrina pectinata,NA
species,Acanthophoenix rubra,NA
species,Acrocomia totai,NA
species,Archontophoenix tuckeri,NA
species,Archontophoenix myolensis,NA
species,Archontophoenix maxima,NA
species,Areca concinna,NA
species,Areca triandra,introduced
species,Arenga australasica,NA
species,Arenga undulatifolia,NA
species,Arenga tremula,NA
species,Astrocaryum alatum,NA
species,Bactris glandulosa,introduced
species,Borassus akeassii,NA
species,Coccothrinax argentea,NA
species,Clinostigma savoryanum,NA
species,Chamaedorea brachypoda,NA
species,Caryota ophiopellis,NA
species,Caryota kiriwongensis,NA
species,Calyptronoma plumeriana,NA
species,Coccothrinax spissa,NA
species,Copernicia curbeloi,NA
species,Cryosophila warscewiczii,NA
species,Dypsis pembana,NA
species,Hydriastele beguinii,NA
species,Hydriastele costata,NA
species,Hyophorbe indica,NA
species,Licuala fordiana,NA
species,Licuala mattanensis,NA
species,Licuala paludosa,NA
species,Livistona carinensis,NA
species,Livistona muelleri,NA
species,Livistona mariae,NA
species,Nenga pumila,NA
species,Phytelephas macrocarpa,NA
species,Pritchardia thurstonii,NA
species,Pseudophoenix vinifera,NA
species,Ptychosperma lauterbachii,NA
species,Rhapis multifida,NA
species,Sabal bermudana,NA
species,Salacca magnifica,NA
species,Thrinax excelsa,NA
species,Veitchia filifera,NA
species,Veitchia spiralis,NA
species,Veitchia joannis,NA
species,Veitchia winin,NA
species,Wallichia caryotoides,NA
species,Sterculia lanceolata,NA
genus,Microtendipes,NA
species,Selaginella tamariscina,NA
species,Argyrodes antipodianus,NA
genus,Aneurus,NA
genus,Haastia,NA
species,Melicytus lanceolatus,NA
species,Coprosma rhamnoides,NA
species,Peraxilla colensoi,NA
species,Boletus subluridellus,NA
species,Mactra stultorum,NA
species,Arge scapularis,NA
species,Steatoda nobilis,introduced
species,Passiflora kermesina,NA
species,Lecontella brunnea,NA
species,Brachyponera chinensis,introduced
species,Ochetellus glaber,introduced
species,Kalanchoe synsepala,NA
subgenus,Dimeraspis,NA
species,Iris unguicularis,NA
species,Hesperantha coccinea,introduced
species,Pseudexentera virginiana,NA
species,Metylophorus purus,NA
species,Araneus bonsallae,NA
species,Discostella stelligera,NA
genus,Gastrancistrus,NA
species,Chalcopsitta scintillata,NA
species,Eupsittula aurea,introduced
species,Cossypha albicapillus,NA
species,Didierea madagascariensis,NA
species,Abrus aureus,NA
species,Melampsoridium betulinum,NA
genus,Perinereis,NA
species,Tectus pyramis,NA
species,Conus capitaneus,NA
genus,Vasticardium,NA
species,Arhopala micale,NA
species,Selenotoca multifasciata,NA
species,Euprotomus aurisdianae,NA
species,Tegillarca granosa,NA
species,Gloripallium pallium,NA
species,Miturga gilva,NA
species,Angaria delphinus,NA
genus,Peristernia,NA
species,Littoraria scabra,NA
genus,Amyema,NA
species,Pittosporum ferrugineum,NA
species,Marsilea mutica,introduced
species,Persicaria attenuata,NA
species,Terminalia microcarpa,NA
species,Schotia brachypetala,NA
species,Tabernaemontana orientalis,NA
species,Legnephora moorei,NA
species,Proiphys amboinensis,NA
species,Clerodendrum costatum,NA
species,Leptogium cochleatum,NA
genus,Planchonella,NA
species,Freycinetia scandens,NA
species,Sporobolus africanus,NA
species,Cymbopogon ambiguus,NA
species,Gossia bidwillii,NA
species,Drynaria rigidula,NA
species,Hymenosporum flavum,NA
species,Commelina lanceolata,NA
species,Melaleuca viridiflora,NA
species,Elaeocarpus grandis,NA
species,Crotalaria trichotoma,introduced
species,Jasminum simplicifolium,NA
species,Atractocarpus fitzalanii,NA
species,Nauclea orientalis,NA
species,Sterculia quadrifida,NA
species,Graphis analoga,NA
genus,Pyropia,NA
species,Parsonsia longipetiolata,NA
species,Glochidion ferdinandi,NA
family,Chlorococcaceae,NA
species,Mollisia cinerea,NA
species,Hygrocybe coccineocrenata,NA
species,Polistes rubiginosus,NA
species,Rapana venosa,introduced
species,Pyrostremma spinosum,NA
species,Micranthes micranthidifolia,NA
species,Tachysphex similis,NA
species,Felis lybica,NA
species,Palythoa heliodiscus,NA
species,Labdia semicoccinea,NA
species,Aster ageratoides,NA
genus,Chlorosplenium,NA
species,Metopia argyrocephala,NA
species,Laburnum alpinum,NA
species,Arene cruentata,NA
species,Callicarpa japonica,introduced
species,Gardenia carinata,NA
species,Acinopterus angulatus,NA
species,Xanthomendoza ulophyllodes,NA
genus,Aphelenchoides,NA
species,Yucca recurvifolia,NA
species,Allium fraseri,NA
species,Arachosia cubana,NA
genus,Orbea,NA
hybrid,Brugmansia × candida,introduced
species,Saraca declinata,NA
species,Grammostola pulchripes,NA
species,Dracaena umbraculifera,NA
species,Biddulphia biddulphiana,NA
species,Gayralia oxysperma,NA
species,Phormidium nigroviride,NA
genus,Flabellia,NA
genus,Tollius,NA
species,Chaetomorpha minima,NA
species,Cladophora pseudobainesii,NA
genus,Hincksia,NA
species,Bryocladia cuspidata,NA
species,Cladophora albida,NA
species,Ulva chaetomorphoides,NA
family,Ceratocombidae,NA
family,Cleidothaeridae,NA
family,Mymarommatidae,NA
family,Sejidae,NA
family,Sphaerodoridae,NA
family,Amylostereaceae,NA
family,Bertiaceae,NA
family,Thaumastocoridae,NA
subfamily,Ctenopelmatinae,NA
subfamily,Piestinae,NA
tribe,Falagriini,NA
tribe,Hypocyphtini,NA
tribe,Macraulacini,NA
tribe,Pentarthrini,NA
tribe,Ptiliini,NA
subtribe,Homalotina,NA
genus,Coboldia,NA
genus,Diolcogaster,NA
genus,Pericoptus,NA
genus,Chaetomella,NA
genus,Drepanopeziza,NA
genus,Exidiopsis,NA
genus,Hypocopra,NA
genus,Maireina,NA
genus,Phakopsora,NA
genus,Phoma,NA
genus,Physoderma,NA
genus,Polycephalomyces,NA
genus,Pseudaegerita,NA
genus,Psilopezia,NA
genus,Zelleromyces,NA
genus,Adelium,NA
genus,Alloeorhynchus,NA
genus,Aphanogmus,NA
genus,Lienardia,NA
genus,Apotropina,NA
genus,Asteia,NA
genus,Calisius,NA
genus,Chaetedus,NA
genus,Clambus,NA
genus,Costelytra,NA
genus,Cyamops,NA
genus,Entomacis,NA
genus,Eucolaspis,NA
genus,Euceros,NA
genus,Eulophus,NA
genus,Eusandalum,NA
genus,Fusitriton,NA
genus,Gasterophilus,NA
genus,Hapalips,NA
genus,Heliozela,NA
genus,Kleidotoma,NA
genus,Kuwanaspis,NA
genus,Lestodiplosis,NA
genus,Paramesius,NA
genus,Sidnia,NA
genus,Spilomena,NA
genus,Thoracochaeta,NA
genus,Triplectides,NA
genus,Leptorhynchos,NA
genus,Ricasolia,NA
genus,Calliscelio,NA
genus,Lagynodes,NA
species,Ascochyta sorghi,NA
species,Clavaria acuta,NA
species,Geckobia haplodactyli,NA
species,Azara microphylla,NA
species,Aleurina ferruginea,NA
species,Alternariaster helianthi,NA
species,Anthracobia melaloma,NA
species,Ascobolus crenulatus,NA
species,Botryosphaeria obtusa,NA
species,Calocera guepinioides,NA
species,Calvatia lilacina,NA
species,Cephaleuros parasiticus,NA
species,Cercospora canescens,NA
species,Ciborinia camelliae,NA
species,Cladosporium colocasiae,NA
species,Clavaria rubicundula,NA
species,Claviceps paspali,NA
species,Clavulina subrugosa,NA
species,Colletotrichum acutatum,NA
species,Colletotrichum orbiculare,NA
species,Coprinellus heptemerus,NA
species,Cortinarius infractus,NA
species,Dendrothele nivosa,NA
species,Eutypa lata,NA
species,Exobasidium camelliae,NA
species,Flaviporus brownii,NA
species,Gymnopilus ferruginosus,NA
species,Hyalorbilia inflatula,NA
species,Lepiota subincarnata,NA
species,Macrophomina phaseolina,NA
species,Melampsora euphorbiae,NA
species,Microstroma album,NA
species,Mycogone rosea,NA
species,Naucoria salicis,NA
species,Pestalotiopsis funerea,NA
species,Phlebia subserialis,NA
species,Plasmopara viticola,NA
species,Podosphaera euphorbiae,NA
species,Pseudocercospora nandinae,NA
species,Ralstonia solanacearum,NA
species,Resupinatus trichotis,NA
species,Rigidoporus laetus,NA
species,Russula nitida,NA
species,Selinia pulchra,NA
species,Stereopsis hiscens,NA
species,Taphrina betulina,NA
species,Tricholoma intermedium,NA
species,Mokopirirakau southern north island,NA
species,Aceria healyi,NA
species,Aceria genistae,introduced
species,Alcithoe arabica,NA
species,Aulacomya maoriana,NA
species,Benhamyia apicalis,NA
species,Cominella maculosa,NA
species,Copidosoma floridanus,NA
species,Coproica ferruginata,NA
species,Corticaria ferruginea,NA
species,Cuspicona simplex,NA
species,Entomobrya nivalis,NA
species,Hyperomyzus lactucae,NA
species,Macrocera scoparia,NA
species,Macrolophus pygmaeus,NA
species,Maoricrypta costata,NA
species,Metopolophium dirhodum,NA
species,Nausibius clavicornis,NA
species,Nemocardium bechei,NA
species,Nysius huttoni,NA
species,Pleistodontes imperialis,NA
species,Remaudiereana inornata,NA
species,Siphoninus phillyreae,introduced
species,Anthoxanthum redolens,NA
species,Aspidothelium cinerascens,NA
species,Blechnum capense,NA
species,Calliandra selloi,NA
species,Chenia leptophylla,NA
species,Colobanthus acicularis,NA
species,Crassula sarmentosa,NA
species,Crassula perfoliata,NA
species,Davallia griffithiana,NA
species,Dichondra brevifolia,NA
species,Epilobium billardiereanum,NA
species,Eucomis comosa,NA
species,Euryops abrotanifolius,NA
species,Gingidia montana,NA
species,Halleria lucida,NA
species,Hemarthria uncinata,NA
species,Hydrocotyle heteromeria,NA
species,Lampranthus spectabilis,NA
species,Leonotis ocymifolia,NA
species,Libertia ixioides,NA
species,Litsea calicaris,NA
species,Mackaya bella,NA
species,Nymphoides geminata,NA
species,Olearia albida,NA
species,Osteospermum moniliferum,NA
species,Paesia scaberula,NA
species,Paratrophis banksii,NA
species,Phyllopsora buettneri,NA
species,Pittosporum fairchildii,NA
species,Polypogon fugax,NA
species,Pseudopanax lessonii,NA
species,Pteris macilenta,NA
species,Rumex neglectus,NA
species,Rumex sagittatus,introduced
species,Rubus squarrosus,NA
species,Semiarundinaria fastuosa,NA
species,Senecio skirrhodon,NA
species,Solanum nitidibaccatum,introduced
species,Tecomanthe speciosa,NA
species,Lithobius melanops,introduced
species,Sophora molloyi,NA
species,Rubus schmidelioides,NA
species,Diaporthe citri,NA
species,Hebeloma victoriense,NA
species,Tricholoma sulphureum,NA
species,Zygopleurage zygospora,NA
species,Exaireta spinigera,NA
species,Felicola subrostratus,NA
species,Liothula omnivora,NA
species,Tachysphex nigerrimus,NA
species,Oxysarcodexia varia,NA
species,Arthropodium cirratum,NA
species,Odontofroggatia galili,NA
species,Glycosmis pentaphylla,NA
species,Lycogala exiguum,NA
species,Paratya curvirostris,NA
species,Alternanthera nahui,NA
species,Notomegabalanus decorus,NA
species,Chamaesipho columna,NA
species,Hamamelis mollis,introduced
species,Berzercon ferdinandi,NA
hybrid,Pseudopanax crassifolius × lessonii,NA
species,Chaetoceros socialis,NA
species,Chaetoceros peruvianus,NA
species,Rhipsalis cereuscula,NA
species,Clivia caulescens,NA
genus,Raphidocystis,NA
genus,Maurea,NA
species,Hypericum tubulosum,NA
species,Cladophora laetivirens,NA
species,Xylocoris galactinus,NA
species,Padina antillarum,NA
species,Stegodyphus dumicola,NA
species,Derbesia vaucheriaeformis,NA
species,Gracilaria intermedia,NA
family,Raphitomidae,NA
species,Nepenthes ventricosa,NA
species,Boletus regineus,NA
species,Melanoleuca verrucipes,NA
species,Trupanea bisetosa,NA
species,Sipunculus mundanus,NA
species,Lysiphyllum hookeri,NA
species,Xerocomellus cisalpinus,NA
species,Eumesosoma roeweri,NA
species,Eratoneura ligata,NA
species,Phanerodontia chrysosporium,NA
species,Prodoxus decipiens,NA
species,Phyllonorycter celtisella,NA
species,Cameraria quercivorella,NA
species,Coleotechnites variiella,NA
species,Chionodes cacula,NA
species,Fascista bimaculella,NA
species,Schreckensteinia erythriella,NA
species,Endothenia nubilana,NA
species,Hedya cyanana,NA
species,Catastega timidella,NA
species,Dichrorampha broui,NA
species,Adoneta bicaudata,NA
species,Hahncappsia neomarculenta,NA
species,Carectocultus dominicki,NA
species,Acrobasis minimella,NA
species,Acrobasis rubrifasciella,NA
species,Salebriaria fasciata,NA
species,Sciota rubrisparsella,NA
species,Zale confusa,NA
species,Aleuroplatus coronata,NA
species,Platnickina tincta,NA
species,Platnickina alabamensis,NA
species,Phytomyza syngenesiae,NA
family,Pilotrichaceae,NA
species,Diastema tigris,NA
genus,Thelazia,NA
species,Rhizopogon pseudoroseolus,NA
genus,Polygordius,NA
genus,Multifurca,NA
species,Eucalyptus moluccana,NA
genus,Orthotylus,NA
species,Malva pusilla,introduced
species,Plocamopherus tilesii,NA
species,Chaetoceros danicus,NA
species,Hymeniacidon perlevis,NA
species,Euphorbia royleana,NA
species,Leucocoprinus straminellus,NA
species,Hedycarya angustifolia,NA
species,Ceropegia woodii,NA
species,Phorcus lineatus,NA
genus,Psecas,NA
genus,Philophuga,NA
genus,Parena,NA
genus,Phascolion,NA
species,Aphloia theiformis,NA
species,Russula maculata,NA
species,Panacea procilla,NA
species,Dendronotus frondosus,NA
genus,Pyrophacus,NA
species,Billardiera mutabilis,NA
species,Delosperma echinatum,NA
genus,Faucaria,NA
species,Pholidichthys leucotaenia,NA
species,Shibataea kumasaca,NA
species,Trididemnum solidum,NA
family,Acanthometridae,NA
class,Acantharia,NA
species,Coscinodiscus radiatus,NA
species,Coscinodiscus centralis,NA
species,Ditylum brightwellii,NA
species,Euspira heros,NA
species,Pterinochilus murinus,NA
genus,Clania,NA
species,Sarcandra glabra,NA
species,Ostorhinchus cyanosoma,NA
species,Davallia solida,NA
species,Ceropegia linearis,NA
species,Dendrobium loddigesii,NA
species,Epipremnum giganteum,NA
species,Ficus punctata,NA
